character;rank;LWO;rank_median;definition;pinyin;decomposition;radical;type;phonetic;semantic;freq1;freq2
吁;2138;3281;2710;alas/ to sigh;xū;⿰口于;口;pictophonetic;于;口;5891;97,58894929
仑;2139;656;1398;logical reasons, logical order;lún;⿱人匕;人;;;;5882;97,59198902
辟;2140;1401;1770;law, rule/ to open up, to develop;pì;⿰⿸尸口辛;辛;ideographic;;;5876;97,59502565
瘤;2141;2276;2208;tumor, lump, goiter;liú;⿸疒留;疒;pictophonetic;留;疒;5875;97,598061762
嫂;2142;3416;2779;sister-in-law, elder brother's wife;sǎo;⿰女叟;女;pictophonetic;叟;女;5863;97,601091673
陀;2143;;2143;steep bank, rough terrain;tuó;⿰阝它;阝;pictophonetic;阝;它;5863;97,604121585
框;2144;2896;2520;door/ frame;kuāng;⿰木匡;木;pictophonetic;匡;木;5853;97,607146328
谭;2145;3080;2612;surname;tán;⿰讠覃;讠;pictophonetic;覃;讠;5849;97,610169004
亨;2146;2056;2101;prospering, going smoothly;hēng;⿳亠口了;亠;;;;5845;97,613189613
钦;2147;3134;2640;to respect, to admire/ royal;qīn;⿰钅欠;钅;pictophonetic;欠;钅;5840;97,616207639
庸;2148;3166;2657;usual, common, ordinary, mediocre;yōng;⿸广⿱彐用;广;pictophonetic;用;;5835;97,61922308
歉;2149;461;1305;deficient, lacking/ to apologize, to regret, to be sorry;qiàn;⿰兼欠;欠;pictophonetic;兼;欠;5833;97,622237488
芝;2150;2121;2136;sesame/ a magical mushroom;zhī;⿱艹之;艹;pictophonetic;之;艹;5832;97,625251378
吼;2151;2466;2308;to roar, to shout/ to bark, to howl;hǒu;⿰口孔;口;pictophonetic;孔;口;5814;97,628255967
甫;2152;1237;1694;to begin/ man, father/ great/ a distance of ten li;fǔ;⿻十用;用;;;;5805;97,631255905
衫;2153;2077;2115;shirt, robe, jacket, gown;shān;⿰衤彡;衤;pictophonetic;彡;衤;5802;97,634254292
摊;2154;2532;2343;to spread out, to open, to allot/ a merchant's stand;tān;⿰扌难;扌;pictophonetic;难;扌;5798;97,637250612
宴;2155;2059;2107;banquet, feast/ to entertain;yàn;⿱宀妟;宀;ideographic;;;5798;97,640246933
嘱;2156;2665;2410;to instruct, to order, to tell/ testament;zhǔ;⿰口属;口;pictophonetic;属;口;5788;97,643238085
衷;2157;2560;2358;sincere, heartfelt;zhōng;⿻衣中;衣;ideographic;;;5781;97,64622562
娇;2158;3006;2582;seductive, lovable, tender/ pampered/ frail;jiāo;⿰女乔;女;pictophonetic;乔;女;5772;97,649208504
陕;2159;3904;3032;mountain pass/ the Shanxi province;shǎn;⿰阝夹;阝;ideographic;;;5769;97,652189837
矩;2160;1928;2044;carpenter's square, ruler, rule;jǔ;⿰矢巨;矢;pictophonetic;巨;矢;5766;97,65516962
浦;2161;2775;2468;beach, shore, river bank/ surname;pǔ;⿰氵甫;氵;pictophonetic;甫;氵;5766;97,658149403
讶;2162;1978;2070;amazed, surprised/ to express surprise;yà;⿰讠牙;讠;pictophonetic;牙;讠;5760;97,661126086
耸;2163;3308;2736;to excite, to urge/ to raise/ to shrug/ lofty, towering;sǒng;⿱从耳;耳;pictophonetic;从;耳;5758;97,664101735
裸;2164;2043;2104;bare, nude/ to strip, to undress;luǒ;⿰衤果;衤;pictophonetic;果;衤;5752;97,667074283
碧;2165;2640;2402;jade/ green, blue;bì;⿱珀石;石;ideographic;;;5751;97,670046314
摧;2166;2318;2242;to destroy, to wreck;cuī;⿰扌崔;扌;pictophonetic;崔;扌;5743;97,673014211
薪;2167;2253;2210;fuel, firewood/ salary;xīn;⿱艹新;艹;ideographic;;;5741;97,675981075
淋;2168;2171;2170;to drench, to drip, to soak/ perfectly;lín;⿰氵林;氵;pictophonetic;林;氵;5737;97,678945871
耻;2169;2105;2137;shame, humiliation/ ashamed;chǐ;⿰耳止;耳;pictophonetic;止;耳;5735;97,681909633
胶;2170;2042;2106;glue, gum, resin, rubber/ sticky/ to glue;jiāo;⿰⺼交;⺼;ideographic;;;5721;97,684866161
屠;2171;2305;2238;to butcher, to slaughter/ massacre;tú;⿸尸者;尸;pictophonetic;者;尸;5718;97,687821139
鹅;2172;2506;2339;goose;é;⿰我鸟;鸟;pictophonetic;我;鸟;5703;97,690768364
饥;2173;2599;2386;hungry, starving/ hunger, famine;jī;⿰饣几;饣;pictophonetic;几;饣;5689;97,693708355
盼;2174;2611;2392;to look, to gaze/ to expect, to hope for;pàn;⿰目分;目;pictophonetic;分;目;5689;97,696648346
脖;2175;2128;2152;neck;bó;⿰⺼孛;⺼;pictophonetic;孛;⺼;5682;97,699584719
虹;2176;2924;2550;rainbow;hóng;⿰虫工;虫;pictophonetic;工;虫;5670;97,70251489
翠;2177;2774;2476;kingfisher/ jade, emerald;cuì;⿱羽卒;羽;pictophonetic;卒;羽;5661;97,705440411
崩;2178;2167;2172;to rupture, to split apart/ to collapse/ death, demise;bēng;⿱山朋;山;pictophonetic;朋;山;5658;97,708364381
账;2179;1858;2018;accounts, bills/ credit, debt;zhàng;⿰贝长;贝;pictophonetic;长;贝;5652;97,711285251
萍;2180;3558;2869;duckweed/ to travel, to wander;píng;⿱艹泙;艹;pictophonetic;泙;艹;5646;97,71420302
逢;2181;1923;2052;to happen to meet/ chance meeting, coincidence;féng;⿺辶夆;辶;pictophonetic;夆;辶;5632;97,717113554
赚;2182;1662;1922;to earn, to profit, to make money;zhuàn;⿰贝兼;贝;pictophonetic;兼;贝;5630;97,720023054
撑;2183;2053;2118;to support, to prop up, to brace/ overflowing;chēng;⿰扌掌;扌;pictophonetic;掌;扌;5628;97,722931521
翔;2184;2767;2476;to soar, to hover, to glide;xiáng;⿰羊羽;羽;pictophonetic;羊;羽;5625;97,725838437
倡;2185;3405;2795;guide, leader/ lead, introduce;chàng;⿰亻昌;亻;ideographic;;;5622;97,728743803
绵;2186;2789;2488;continuous, unbroken/ cotten, silk/ soft, downy;mián;⿰纟帛;纟;ideographic;;;5622;97,731649169
猴;2187;2136;2162;monkey, ape/ like a monkey;hóu;⿰犭侯;犭;pictophonetic;侯;犭;5582;97,734533864
枯;2188;2951;2570;dried out, withered, decayed;kū;⿰木古;木;ideographic;;;5582;97,737418558
巫;2189;1987;2088;wizard, sorcerer, witch, shaman;wū;⿻工从;工;pictographic;;;5576;97,740300152
昭;2190;473;1332;bright, luminous/ clear, manifest;zhāo;⿰日召;日;pictophonetic;召;日;5569;97,743178129
怔;2191;3866;3028;frightened, startled, terrified;zhēng;⿰忄正;忄;pictophonetic;正;忄;5561;97,746051971
渊;2192;3123;2658;abyss, depth/ to surge up, to bubble up;yuān;⿰氵⿻？米;氵;pictophonetic;;氵;5551;97,748920645
凑;2193;2536;2364;to piece together, to assemble;còu;⿰冫奏;冫;pictophonetic;奏;冫;5544;97,751785702
溪;2194;2935;2564;brook, creek, stream;xī;⿰氵奚;氵;pictophonetic;奚;氵;5543;97,754650242
蠢;2195;1152;1674;to wriggle/ stupid, silly, fat;chǔn;⿱春⿰虫虫;虫;pictophonetic;春;虫;5542;97,757514265
禅;2196;;2196;meditation, contemplation;chán;⿰礻单;礻;ideographic;;;5540;97,760377255
阐;2197;3443;2820;to disclose/ to explain/ to open;chǎn;⿵门单;门;pictophonetic;单;门;5532;97,76323611
旺;2198;2717;2458;to flourish, to prosper/ prosperous;wàng;⿰日王;日;pictophonetic;王;日;5529;97,766093415
寓;2199;1627;1913;residence, lodge, dwelling;yù;⿱宀禺;宀;pictophonetic;禺;宀;5519;97,768945552
藤;2200;2562;2381;ivy, creeper;téng;⿱艹滕;艹;pictophonetic;滕;艹;5514;97,771795106
匪;2201;2427;2314;bandits, robbers, gangsters;fěi;⿷匚非;匚;pictophonetic;非;匚;5511;97,774643108
伞;2202;2860;2531;umbrella, parasol, parachute;sǎn;⿱人？;人;pictographic;;;5511;97,777491111
碑;2203;2898;2550;stone tablet/ gravestone;bēi;⿰石卑;石;pictophonetic;卑;石;5509;97,780338081
挪;2204;2380;2292;to shift, to move;nuó;⿰扌那;扌;pictophonetic;那;扌;5500;97,783180399
琼;2205;2325;2265;jade/ rare, precious/ elegant;qióng;⿰王京;王;pictophonetic;京;王;5495;97,786020133
脂;2206;2518;2362;fat, grease, lard, oil;zhī;⿰⺼旨;⺼;pictophonetic;旨;⺼;5492;97,788858317
谎;2207;996;1602;to lie;huǎng;⿰讠荒;讠;pictophonetic;荒;讠;5481;97,791690816
慨;2208;2636;2422;sigh, regret, lament/ generosity;kǎi;⿰忄既;忄;pictophonetic;既;忄;5479;97,794522282
菩;2209;3421;2815;herb, aromatic plant;pú;⿱艹咅;艹;pictophonetic;咅;艹;5477;97,797352714
萄;2210;2248;2229;grapes;táo;⿱艹匋;艹;pictophonetic;匋;艹;5463;97,800175912
狮;2211;2364;2288;lion;shī;⿰犭师;犭;pictophonetic;师;犭;5456;97,802995491
掘;2212;2436;2324;to dig, to excavate;jué;⿰扌屈;扌;pictophonetic;屈;扌;5436;97,805804735
抄;2213;2817;2515;copy, plagiarism/ to confiscate, to seize;chāo;⿰扌少;扌;pictophonetic;少;扌;5433;97,808612429
岭;2214;3420;2817;mountain ridge, mountain peak;lǐng;⿰山令;山;pictophonetic;令;山;5429;97,811418055
晕;2215;1960;2088;dizzy, faint, foggy/ to see stars;yūn;⿱日军;日;pictophonetic;军;日;5420;97,814219031
逮;2216;1555;1886;to catch, to seize/ to arrive, to reach;dǎi;⿺辶隶;辶;pictophonetic;隶;辶;5418;97,817018973
砍;2217;2185;2201;to hack, to chop, to cut, to fell;kǎn;⿰石欠;石;pictophonetic;欠;石;5418;97,819818915
掏;2218;2743;2480;to take out/ to pull out/ to clean out;tāo;⿰扌匋;扌;pictophonetic;匋;扌;5416;97,822617823
狄;2219;;2219;barbarians/ a tribe from northern China/ surname;dí;⿰犭火;犭;pictophonetic;火;犭;5414;97,825415698
晰;2220;2879;2550;clear, evident;xī;⿰日析;日;pictophonetic;析;日;5412;97,828212539
罕;2221;2588;2404;rare, scarce/ surname;hǎn;⿱⺳干;⺳;ideographic;;;5409;97,831007829
挽;2222;2355;2288;to pull, to lead/ to pull back, to draw a bow;wǎn;⿰扌免;扌;pictophonetic;免;扌;5389;97,833792785
脾;2223;2285;2254;spleen, pancreas/ temper, disposition;pí;⿰⺼卑;⺼;pictophonetic;卑;⺼;5386;97,836576189
舟;2224;898;1561;boat, ship;zhōu;⿻？？;舟;pictographic;;;5363;97,839347708
痴;2225;1409;1817;foolish, stupid, dumb, silly;chī;⿸疒知;疒;pictophonetic;知;疒;5359;97,84211716
蔡;2226;;2226;a species of tortoise/ surname;cài;⿱艹祭;艹;;;;5325;97,84486904
剪;2227;1830;2028;scissors/ to cut, to divide, to separate;jiǎn;⿱前刀;刀;pictophonetic;前;刀;5324;97,847620405
脊;2228;3010;2619;spine, backbone/ ridge;jí;⿱⿻人？⺼;⺼;ideographic;;;5316;97,850367634
弓;2229;565;1397;bow/ curved, arched;gōng;？;弓;pictographic;;;5315;97,853114347
懒;2230;2369;2300;lazy, languid, listless;lǎn;⿰忄赖;忄;pictophonetic;赖;忄;5307;97,855856926
叉;2231;2362;2296;fork/ prong/ cross, intersect;chā;⿴又丶;又;ideographic;;;5299;97,85859537
拐;2232;2379;2306;to kidnap, to abduct/ to turn/ crutch;guǎi;⿰扌另;扌;ideographic;;;5282;97,861325029
喃;2233;;2233;to chatter, to keep talking/ to mumble;nán;⿰口南;口;pictophonetic;南;口;5282;97,864054689
僚;2234;2985;2610;companion, colleague/ officials/ bureaucracy/ a pretty face;liáo;⿰亻尞;亻;pictophonetic;尞;亻;5278;97,866782281
捐;2235;1910;2072;to give, to donate/ to give up, to renounce;juān;⿰扌肙;扌;pictophonetic;肙;扌;5273;97,869507289
姊;2236;3297;2766;elder sister;zǐ;⿰女？;女;;;;5272;97,87223178
骚;2237;2011;2124;to annoy, to bother/ to disturb, to harrass;sāo;⿰马蚤;马;ideographic;;;5268;97,874954204
拓;2238;3105;2672;to develop, to expand, to open up;tà;⿰扌石;扌;pictophonetic;石;扌;5256;97,877670427
歪;2239;2632;2436;slanted, askew, awry;wāi;⿱不正;止;ideographic;;;5251;97,880384065
粘;2240;2329;2284;viscous, sticky, mucous, glutinous;zhān;⿰米占;米;pictophonetic;占;米;5231;97,883087368
柄;2241;2673;2457;handle, lever, knob/ authority;bǐng;⿰木丙;木;pictophonetic;丙;木;5229;97,885789638
坑;2242;2641;2442;pit, hole/ to trap, to bury/ to harry;kēng;⿰土亢;土;pictophonetic;亢;土;5223;97,888488807
陌;2243;2129;2186;strange, unfamiliar/ a foot path between rice fields;mò;⿰阝百;阝;ideographic;;;5220;97,891186425
窄;2244;3061;2652;narrow, tight/ narrow-minded;zhǎi;⿱穴乍;穴;pictophonetic;乍;穴;5219;97,893883527
湘;2245;3916;3080;Hunan province/ the Xiangjiang river;xiāng;⿰氵相;氵;pictophonetic;相;氵;5207;97,896574427
兆;2246;708;1477;omen/ mega-, million;zhào;⿻儿？;儿;pictographic;;;5204;97,899263777
崖;2247;2959;2603;cliff, precipice/ precipitous;yá;⿱山厓;山;ideographic;;;5199;97,901950542
骄;2248;1806;2027;haughty, spirited/ a wild stallion;jiāo;⿰马乔;马;ideographic;;;5196;97,904635758
刹;2249;2679;2464;temple, shrine, monastary/ an instant, a moment/ to brake;shā;⿰杀刂;刂;pictophonetic;杀;刂;5185;97,907315289
鞭;2250;2948;2599;whip/ to lash, to flog;biān;⿰革便;革;pictophonetic;便;革;5176;97,909990169
芒;2251;2721;2486;blade/ ray/ silvergrass, Miscanthus sinensis;máng;⿱艹亡;艹;pictophonetic;亡;艹;5174;97,912664015
筋;2252;2495;2374;muscles/ tendons;jīn;⿱⺮肋;⺮;ideographic;;;5170;97,915335794
聘;2253;2761;2507;to employ, to engage/ betrothed;pìn;⿰耳甹;耳;pictophonetic;甹;耳;5148;97,917996204
钩;2254;2533;2394;hook, barb, sickle/ to hook, to link;gōu;⿰钅勾;钅;ideographic;;;5140;97,92065248
棍;2255;2112;2184;stick, cudgel/ scoundrel;gùn;⿰木昆;木;pictophonetic;昆;木;5140;97,923308755
嚷;2256;2569;2412;to shout, to roar, to cry/ to brawl;rǎng;⿰口襄;口;pictophonetic;襄;口;5138;97,925963997
腺;2257;2603;2430;gland;xiàn;⿰⺼泉;⺼;pictophonetic;泉;⺼;5132;97,928616139
弦;2258;2861;2560;bow string/ string instrument/ hypotenuse;xián;⿰弓玄;弓;pictophonetic;玄;弓;5117;97,931260528
焰;2259;2643;2451;flame, blaze/ glowing, blazing;yàn;⿰火臽;火;pictophonetic;臽;火;5116;97,933904401
耍;2260;1733;1996;to play, to frolic, to amuse;shuǎ;⿱而女;而;ideographic;;;5109;97,936544656
俯;2261;2961;2611;to bow down, to face down, to look down;fǔ;⿰亻府;亻;pictophonetic;府;亻;5100;97,93918026
厘;2262;3115;2688;one thousandth;lí;⿸厂里;厂;pictophonetic;里;厂;5096;97,941813797
愣;2263;;2263;dazed, stupefied;lèng;⿰忄⿱罒方;忄;pictophonetic;罒;忄;5088;97,9444432
厦;2264;3119;2692;large building/ mansion;shà;⿸厂夏;厂;pictophonetic;夏;厂;5083;97,947070019
恳;2265;2844;2554;sincere, earnest, cordial;kěn;⿱艮心;心;pictophonetic;艮;心;5081;97,949695804
饶;2266;2522;2394;abundant, bountiful;ráo;⿰饣尧;饣;pictophonetic;尧;饣;5079;97,952320556
钉;2267;2257;2262;nail, spike;dīng;⿰钅丁;钅;ideographic;;;5059;97,954934972
寡;2268;3059;2664;widowed/ friendless, alone;guǎ;⿱宀⿱頁刀;宀;;;;5049;97,95754422
憾;2269;1674;1972;regret, remorse;hàn;⿰忄感;忄;pictophonetic;感;忄;5036;97,96014675
摔;2270;1813;2042;to fall, to stumble, to trip;shuāi;⿰扌率;扌;pictophonetic;率;扌;5035;97,962748763
叠;2271;3191;2731;pile/ layer/ to fold up/ to repeat, to duplicate;dié;⿱叒冝;又;ideographic;;;5027;97,965346642
惹;2272;1551;1912;to incite, to irritate, to offend, to vex;rě;⿱若心;心;pictophonetic;若;心;5018;97,96793987
喻;2273;2622;2448;metaphor, analogy/ example/ such as, like;yù;⿰口俞;口;pictophonetic;俞;口;5012;97,970529997
谱;2274;2371;2322;chart, list, table/ spectrum/ musical score;pǔ;⿰讠普;讠;pictophonetic;普;讠;5009;97,973118574
愧;2275;2350;2312;ashamed, regretful/ the pangs of conscience;kuì;⿰忄鬼;忄;pictophonetic;鬼;忄;5008;97,975706634
煌;2276;3184;2730;bright, shining, luminous;huáng;⿰火皇;火;pictophonetic;皇;火;5002;97,978291593
徽;2277;3241;2759;badge, crest, logo, insignia;huī;⿲彳⿱山系攵;彳;;;;5000;97,980875519
溶;2278;3005;2642;to melt, to dissolve;róng;⿰氵容;氵;pictophonetic;容;氵;4998;97,983458411
坠;2279;2270;2274;to drop, to fall down, to sink/ heavy/ weight;zhuì;⿱队土;土;pictophonetic;队;土;4980;97,986032001
煞;2280;3444;2862;demon, fiend/ baleful, noxious;shā;⿱⿰刍攵灬;灬;;;;4969;97,988599906
巾;2281;286;1284;cloth, curtain, handkerchief, towel;jīn;⿻冂丨;巾;pictographic;;;4967;97,991166778
滥;2282;2659;2470;to flood, to overflow/ excessive;làn;⿰氵监;氵;pictophonetic;监;氵;4964;97,993732099
洒;2283;2654;2468;to pour, to spill/ to scatter, to shed/ to wipe away;sǎ;⿰氵西;氵;pictophonetic;西;氵;4961;97,99629587
堵;2284;2322;2303;wall/ to stop, to prevent, to block;dǔ;⿰土者;土;pictophonetic;者;土;4960;97,998859125
瓷;2285;2919;2602;china, crockery, porcelain;cí;⿱次瓦;瓦;pictophonetic;次;瓦;4955;98,001419795
咒;2286;1897;2092;to curse/ to damn/ incantation;zhòu;⿱⿰口口几;口;;;;4931;98,003968062
姨;2287;2166;2226;aunt, mother's sister;yí;⿰女夷;女;pictophonetic;夷;女;4928;98,006514779
棒;2288;541;1414;stick, club/ strong, smart/ to hit;bàng;⿰木奉;木;pictophonetic;奉;木;4917;98,009055812
郡;2289;;2289;county, region, administrative division;jùn;⿰君阝;阝;pictophonetic;君;阝;4912;98,011594261
浴;2290;1791;2040;to bathe, to shower, to wash;yù;⿰氵谷;氵;pictophonetic;谷;氵;4911;98,014132192
媚;2291;3132;2712;attractive, charming/ to charm, to flatter;mèi;⿰女眉;女;pictophonetic;眉;女;4909;98,016669091
稣;2292;;2292;to revive/ to rise again;sū;⿰鱼禾;鱼;pictophonetic;鱼;禾;4907;98,019204955
淮;2293;3913;3103;a river in Anhui province;huái;⿰氵隹;氵;pictophonetic;隹;氵;4903;98,021738753
哎;2294;1979;2136;interjection of surprise;āi;⿰口艾;口;pictophonetic;艾;口;4887;98,024264282
屁;2295;1032;1664;to break wind, to fart/ the buttocks;pì;⿸尸比;尸;pictophonetic;比;尸;4884;98,02678826
漆;2296;2491;2394;varnish, lacquer/ paint;qī;⿰氵桼;氵;ideographic;;;4884;98,029312239
淫;2297;2403;2350;obscene, licentious, lewd, kinky;yín;⿰氵⿱爫壬;氵;;;;4879;98,031833634
巢;2298;2813;2556;nest, living quarters in tree;cháo;⿱巛果;巛;ideographic;;;4874;98,034352444
吩;2299;2946;2622;to order, to command/ to instruct;fēn;⿰口分;口;pictophonetic;分;口;4866;98,036867121
撰;2300;3404;2852;to compose, to write;zhuàn;⿰扌巽;扌;pictophonetic;巽;扌;4863;98,039380247
啸;2301;3509;2905;to roar, to howl/ to scream/ to whistle;xiào;⿰口肃;口;pictophonetic;肃;口;4850;98,041886655
滞;2302;3121;2712;to block, to obstruct/ sluggish, stagnant;zhì;⿰氵带;氵;pictophonetic;带;氵;4850;98,044393063
玫;2303;2515;2409;rose;méi;⿰王攵;王;pictophonetic;攵;王;4839;98,046893786
硕;2304;3009;2656;great, eminent/ large, big;shuò;⿰石页;石;ideographic;;;4819;98,049384174
钓;2305;2252;2278;fishhook/ to fish, to lure;diào;⿰钅勺;钅;ideographic;;;4813;98,05187146
蝶;2306;2719;2512;butterfly;dié;⿰虫枼;虫;pictophonetic;枼;虫;4811;98,054357714
膝;2307;2283;2295;knee;xī;⿰⺼桼;⺼;pictophonetic;桼;⺼;4809;98,056842933
姚;2308;3782;3045;handsome, elegant, attractive/ surname;yáo;⿰女兆;女;pictophonetic;兆;女;4806;98,059326603
茂;2309;3365;2837;thick, lush, dense/ talented;mào;⿱艹戊;艹;pictophonetic;戊;艹;4798;98,061806138
躯;2310;2884;2597;the human body;qū;⿰身区;身;pictophonetic;区;身;4797;98,064285156
吏;2311;623;1467;government official, magistrate;lì;⿻丈口;口;;;;4795;98,066763141
猿;2312;3168;2740;ape;yuán;⿰犭袁;犭;pictophonetic;袁;犭;4793;98,069240092
寨;2313;3273;2793;stockade, stronghold, outpost/ brothel;zhài;⿳宀？木;宀;ideographic;;;4783;98,071711875
恕;2314;2157;2236;to excuse, to forgive, to show mercy;shù;⿱如心;心;pictophonetic;如;心;4779;98,074181591
渠;2315;3090;2702;ditch, gutter/ canal, channel;qú;⿱洰木;氵;ideographic;;;4769;98,07664614
戚;2316;2686;2501;ashamed, grieving/ related to/ relative;qī;⿵戊尗;戈;ideographic;;;4756;98,07910397
辰;2317;1719;2018;early morning/ fortune, good luck/ 5th terrestrial branch;chén;⿸厂⿱二？;辰;;;;4755;98,081561283
舶;2318;3854;3086;large ship, ocean-going vessel;bó;⿰舟白;舟;pictophonetic;白;舟;4743;98,084012395
颁;2319;2701;2510;to bestow, to confer/ to publish;bān;⿰分页;页;ideographic;;;4742;98,08646299
惶;2320;3206;2763;anxious, nervous, uneasy;huáng;⿰忄皇;忄;pictophonetic;皇;忄;4730;98,088907384
狐;2321;2589;2455;fox;hú;⿰犭瓜;犭;pictophonetic;瓜;犭;4718;98,091345576
讽;2322;2387;2354;sarcastic/ to chant, to mock, to ridicule;fěng;⿰讠风;讠;pictophonetic;风;讠;4713;98,093781184
笨;2323;1419;1871;stupid, foolish, dull, awkward;bèn;⿱⺮本;⺮;pictophonetic;本;⺮;4712;98,096216276
袍;2324;2763;2544;robe, gown, cloak;páo;⿰衤包;衤;ideographic;;;4710;98,098650334
嘲;2325;2228;2276;to deride, to jeer at, to ridicule, to scorn;cháo;⿰口朝;口;pictophonetic;朝;口;4709;98,101083875
啡;2326;1257;1792;coffee/ morphine;fēi;⿰口非;口;pictophonetic;非;口;4688;98,103506564
泼;2327;2627;2477;to pour, to splash, to sprinkle, to water;pō;⿰氵发;氵;ideographic;;;4688;98,105929253
